
NOTICE: Existing SQLite export found: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.sqlite
        It is assumed file was previously exported from: /home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/scratch.bbuddharaju_gpu/TensorRT-LLM/nvbugs_5615248/trace_overlap_on.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/cuda_kern_exec_sum.py]... 

 ** CUDA Kernel Launch & Exec Time Summary (cuda_kern_exec_sum):

 PID   TID   DevId  Count  QCount  TAvg (ns)  TMed (ns)  TMin (ns)  TMax (ns)  TStdDev (ns)  AAvg (ns)  AMed (ns)  AMin (ns)  AMax (ns)  AStdDev (ns)  QAvg (ns)  QMed (ns)  QMin (ns)  QMax (ns)  QStdDev (ns)  KAvg (ns)  KMed (ns)  KMin (ns)  KMax (ns)  KStdDev (ns)       API Name                                                    Kernel Name                                             
 ----  ----  -----  -----  ------  ---------  ---------  ---------  ---------  ------------  ---------  ---------  ---------  ---------  ------------  ---------  ---------  ---------  ---------  ------------  ---------  ---------  ---------  ---------  ------------  -------------------  ----------------------------------------------------------------------------------------------------
 2100  3054      0    190     190  2659978.9  2630778.5    2473452    2782363       97555.2     7629.4     9880.0       4180      18690        3088.6  2650832.9  2621395.0    2467438    2770297       94475.8     1516.6     1536.0       1312       1824         169.5  cudaLaunchKernel     void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 2100  3054      0    100      99  2597311.8  2734777.5       9896    2759971      596654.2     6079.3     5840.0       5500      15869        1184.2  2614969.1  2726215.0        283    2751705      539439.6     2417.3     2432.5       1696       2528         162.5  cudaLaunchKernel     void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 2100  3054      0    100     100  2560321.8  2696036.0       7875    2722245      588677.0     4624.3     4510.0       4260      10410         618.8  2553540.7  2689458.0        594    2715569      588751.3     2156.8     2144.0       2080       2272          24.1  cudaLaunchKernel     void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_copy_kernel_impl…
 2100  3054      0    100     100  2552613.4  2687635.5      13887    2714035      585448.4     4925.4     4770.0       4450      12830         868.9  2539097.7  2674145.0        656    2700869      585423.0     8590.2     8576.5       8032       8896         131.7  cudaLaunchKernel     void at::native::<unnamed>::cunn_SoftMaxForward<(int)4, float, float, float, at::native::<unnamed>:…
 2100  3054      0    195     195  2529101.3  2594139.0       7573    2637195      410657.5     4613.5     4570.0       3910      10600         591.0  2522600.7  2588646.0        760    2630129      410760.8     1887.2     1664.0       1216       2560         580.1  cudaLaunchKernel     void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 2100  3054      0    100     100  2400402.6  2526775.0       7283    2555660      551750.3     4703.0     4490.0       4210       9680         911.3  2393455.4  2520091.5        437    2548838      551908.3     2244.2     2272.0       1568       2304         153.6  cudaLaunchKernel     void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::n…
 2100  3054      0    100     100  2378889.6  2504581.0       6941    2534322      547011.7     5064.4     4900.0       4600       6690         444.4  2372967.0  2498792.0        762    2528538      547149.2      858.3      864.0        832        896          14.7  cudaLaunchKernel     void at::native::mbtopk::fill<unsigned int, unsigned int>(T1 *, T1, T2)                             
 2100  3054      0    400     400  2366121.8  2491561.5       5608    2524596      542319.2     3190.0     3070.0       2810      10430         513.1  2358030.6  2483270.0       1062    2516040      541589.3     4901.2     5056.0       1536       5312         775.9  cudaLaunchKernel     at::native::mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)                       
 2100  3054      0    400     400  2365357.6  2490654.5       6155    2523324      542029.8     3236.1     3140.0       2880       7540         346.4  2359847.7  2485180.5       1044    2517623      541982.8     2273.9     2273.0       1824       2464         107.3  cudaLaunchKernel     void at::native::mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned…
 2100  3054      0    400     400  2364678.0  2489876.0       6282    2523866      541862.8     3563.7     3250.0       2920      12470         947.5  2359060.3  2484399.0        916    2517574      541833.8     2054.0     2048.0       1856       2144          55.5  cudaLaunchKernel     void at::native::mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, (int)1>(at::cud…
 2100  3054      0    100     100  2363788.8  2488991.5       5795    2521291      543881.2     3365.9     3200.0       2910      15180        1214.2  2358994.4  2484362.5       1069    2515813      543860.0     1428.5     1440.0       1152       1472          65.2  cudaLaunchKernel     void at::native::mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsig…
 2100  3054      0    210     209  2362352.3  2605059.0       6529    2651829      766250.2     5549.2     5445.0       4610      13660         850.7  2367182.8  2599468.0        582    2645413      750406.7      893.4      896.0        864        928          23.6  cudaLaunchKernel     void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<float>, std::array<c…
 2100  3054      0    200     200  2348547.8  2471608.0       5648    2511527      538992.2     3875.7     3800.0       3450      10610         553.7  2343787.0  2466795.5        814    2506781      539084.7      885.1      896.0        832        928          17.7  cudaLaunchKernel     void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::cub::Reduc…
 2100  3054      0    200     200  2346095.2  2468648.0       6908    2508619      538196.5     3901.2     3695.0       3340      22830        1577.5  2339818.8  2462544.0        600    2502405      538176.6     2375.2     2352.0       2080       2528         108.5  cudaLaunchKernel     void at_cuda_detail::cub::detail::scan_by_key::DeviceScanByKeyKernel<at_cuda_detail::cub::detail::s…
 2100  3054      0    100     100  2339402.5  2462549.0       8149    2495875      537735.5     3849.1     3595.0       3420      15540        1431.8  2331504.7  2454931.0        112    2488267      537629.9     4048.7     4128.0       3136       4256         274.4  cudaLaunchKernel     void at::native::mbtopk::gatherTopK<float, unsigned int, (int)1>(at::cuda::detail::TensorInfo<const…
 2100  3054      0    100     100  2327183.1  2448974.5       8782    2482483      530345.3     5054.9     4030.0       3790     102219        9817.4  2318551.2  2441413.0        486    2474989      534653.9     3577.0     3584.0       3552       3712          25.9  cudaLaunchKernel     void at::native::bitonicSortKVInPlace<(int)-2, (int)-1, (int)16, (int)16, float, long, at::native::…
 2100  3054      0    100     100  2305503.5  2426523.5       8213    2461909      529887.6     5810.8     5755.0       5420       7020         269.0  2298364.1  2419529.5        619    2454857      530030.6     1328.7     1344.0       1248       1376          23.0  cudaLaunchKernel     void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
 2100  3054      0    100     100  2283608.2  2403756.0       7945    2440802      524909.9     5605.1     5340.0       5020      10870         825.5  2276646.3  2397085.0        720    2428556      525030.1     1356.8     1344.0       1312       1472          26.9  cudaLaunchKernel     void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at:…
 2100  3054      0    100     100  2225843.4  2342820.5       7344    2366800      511757.7     5351.9     5305.0       5060       6830         270.9  2219587.2  2336642.5        439    2360684      511851.5      904.3      896.0        864        928          14.8  cudaLaunchKernel     void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
 2100  3054      0    100     100  2208616.7  2324626.0       7029    2350509      507787.7     5141.4     4880.0       4540       9600         687.8  2202370.3  2318521.0        506    2344671      507886.4     1105.0     1120.0       1088       1120          16.1  cudaLaunchKernel     void at::native::vectorized_elementwise_kernel<(int)2, at::native::AUnaryFunctor<long, long, long, …
 2100  3054      0    100     100  2196985.4  2311895.5       7627    2339381      505063.1     4545.1     4400.0       4070      10919         715.6  2190523.1  2305490.5        754    2332837      505108.9     1917.1     1920.0       1824       2016          53.3  cudaLaunchKernel     void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::…
 2100  3054      0    100     100  2116410.9  2231521.5       8935    2264141      486347.5     5615.0     5345.0       4960      10109         726.4  2107718.7  2223296.5        678    2255455      486282.0     3077.2     3136.0       2592       3232         162.9  cudaLaunchKernel     void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
 2100  3054      0    100     100  2098867.9  2212817.0       6873    2246149      482833.2     5062.2     4840.0       4520      16199        1224.9  2092910.4  2207141.0        846    2240593      482860.0      895.4      896.0        864        928          13.6  cudaLaunchKernel     void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &,…
