
NOTICE: Existing SQLite export found: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.sqlite
        It is assumed file was previously exported from: /home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.nsys-rep
        Consider using --force-export=true if needed.

Processing [/home/bbuddharaju/scratch/TensorRT-LLM/nvbugs_5615248/trtllm_bench/trace_pytorch_kernels.sqlite] with [/usr/local/cuda-13.1/NsightSystems-cli-2026.1.1/target-linux-x64/reports/cuda_kern_exec_sum.py]... 
PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
3879,4021,0,57,57,3699382.6,3698999.0,3687125,3708019,4231.0,258073.8,252739.0,245929,397498,20893.2,3438754.9,3444340.0,3300748,3452118,21194.2,2553.8,2560.0,2528,2624,28.0,cudaGraphLaunch,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3879,4021,0,57,57,3511296.8,3511062.0,3498996,3519794,4216.3,258073.8,252739.0,245929,397498,20893.2,3252045.2,3257579.0,3113931,3265557,21209.7,1177.8,1184.0,1152,1280,20.5,cudaGraphLaunch,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctorOnSelf_add<long>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
3879,4021,0,57,57,3510060.6,3509814.0,3497780,3518546,4217.4,258073.8,252739.0,245929,397498,20893.2,3250463.7,3255979.0,3112363,3263989,21206.7,1523.1,1536.0,1504,1600,19.0,cudaGraphLaunch,"void at_cuda_detail::cub::detail::scan::DeviceScanKernel<at_cuda_detail::cub::detail::scan::policy_hub<long, long, long, unsigned int, std::plus<long>>::Policy1000, const long *, long *, at_cuda_detail::cub::ScanTileState<long, (bool)1>, std::plus<long>, at_cuda_detail::cub::NullType, unsigned int, long, (bool)0, at_cuda_detail::cub::NullType>(T2, T3, T4, int, T5, T6, T7)"
3879,4021,0,57,57,3508468.5,3508246.0,3496180,3516978,4216.8,258073.8,252739.0,245929,397498,20893.2,3249558.7,3255083.0,3111467,3263093,21204.7,835.9,832.0,800,896,14.9,cudaGraphLaunch,"void at_cuda_detail::cub::detail::scan::DeviceScanInitKernel<at_cuda_detail::cub::ScanTileState<long, (bool)1>>(T1, int)"
3879,4021,0,57,57,3507584.3,3507350.0,3495316,3516082,4215.8,258073.8,252739.0,245929,397498,20893.2,3248196.8,3253707.0,3110091,3261749,21208.0,1313.7,1312.0,1280,1376,14.1,cudaGraphLaunch,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
3879,4021,0,60,60,3339257.1,3512120.5,35665,3521042,761781.0,247075.5,252729.0,26830,397498,52571.5,3090972.1,3258249.5,2551,3266805,713777.3,1209.6,1184.0,1184,1568,62.9,cudaGraphLaunch,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
3879,4021,0,114,114,2514489.3,2444413.0,2259044,2637605,103043.5,7551.0,7765.0,4190,18890,3224.7,2505363.8,2434597.0,2253177,2625617,99916.0,1574.5,1600.0,1376,1824,152.9,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3879,4021,0,60,59,2460537.8,2593282.0,9611,2614535,567356.2,6072.0,5794.5,5500,11370,1019.5,2493642.3,2585128.0,188,2606283,471727.5,2399.5,2432.0,1728,2528,156.8,cudaLaunchKernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
3879,4021,0,60,60,2422132.2,2554485.0,7972,2574656,558961.0,4472.3,4420.0,4180,5800,250.5,2415431.1,2547940.5,844,2568084,559146.5,2228.8,2240.0,2144,2272,31.6,cudaLaunchKernel,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::index_copy_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, long, long, long)::[lambda(int) (instance 1)]>(long, T3)"
3879,4021,0,60,60,2413913.9,2545962.0,14140,2565832,555507.9,4698.6,4640.0,4390,7390,381.3,2400636.0,2532591.0,912,2552694,555706.1,8579.3,8576.0,8320,8737,89.5,cudaLaunchKernel,"void at::native::<unnamed>::cunn_SoftMaxForward<(int)4, float, float, float, at::native::<unnamed>::LogSoftMaxForwardEpilogue>(T4 *, const T2 *, int)"
